HAGR_ID,Organism_Kingdom,Organism_Phylum,Organism_Class,Organism_Order,Organism_Family,Organism_Genus,Organism_Species,Organism_Common_Name,Female_Maturity_in_Days,Male_Maturity_in_Days,Gestation_or_Incubation_Days,Weaning_Days,Litter_Clutch_Size,Litters_Clutches_Per_Year,Interlitter_Interbirth_Interval,Birth_Weight_in_Grams,Weaning_Weight_in_Grams,Adult_Weight_in_Grams,Growth_Rate,Maximum_Longevity_Years,Source,Specimen_Origin,Sample_Size,Data_Quality,IMR_Per_Year,MRDT_in_Years,Metabolic_Rate_in_Weeks,Body_Mass_in_Grams,Temperature_in_Kelvin,References
2951,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,pardalis,Panther chameleon,,,,,,,,,,,,5.2,451,captivity,medium,acceptable,,,,,,451
2952,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Trioceros,jacksonii,Jackson's chameleon,,,,,,,,,,,,8.2,485,captivity,small,acceptable,,,,,,485
2953,Animalia,Chordata,Reptilia,Squamata,Charinidae,Charina,bottae,Rubber boa,,,,,,,,,,,,26.5,451,captivity,small,acceptable,,,,,,451
2954,Animalia,Chordata,Reptilia,Squamata,Charinidae,Lichanura,trivirgata,Rosy boa,,,130,,7,,,,,450,,31,451,captivity,small,acceptable,,,,,,"448,451"
2955,Animalia,Chordata,Reptilia,Squamata,Charinidae,Ungaliophis,continentalis,Round-spot banana boa,,,,,,,,,,,,17.7,485,captivity,small,acceptable,,,,,,485
2956,Animalia,Chordata,Reptilia,Squamata,Charinidae,Ungaliophis,panamensis,Panama wood snake,,,,,,,,,,,,14.2,485,captivity,tiny,acceptable,,,,,,485
2957,Animalia,Chordata,Reptilia,Squamata,Colubridae,Arizona,elegans,Glossy snake,,,,,,,,,,,,19.1,451,captivity,tiny,acceptable,,,,,,451
2958,Animalia,Chordata,Reptilia,Squamata,Colubridae,Bogertophis,subocularis,Trans-pecos rat snake,730,730,,,5,,,,,,,23.8,451,captivity,small,acceptable,,,,,,"451,468"
2959,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,blandingii,Blanding's cat snake,,,,,,,,,,,,12.6,451,captivity,small,acceptable,,,,,,451
2960,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,cynodon,Dog-tooth cat snake,,,,,,,,,,,,9.6,485,captivity,tiny,acceptable,,,,,,485
2961,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,dendrophila,Mangrove snake,,,,,,,,,,,,17,451,captivity,medium,acceptable,,,,,,451
2962,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,irregularis,Brown tree snake,,,,,,,,,,,,13.1,451,captivity,small,acceptable,,,,,,451
2963,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,trigonata,Common catsnake/indian gamma snake,,,,,,,,,,,,8.2,485,captivity,small,acceptable,,,,,,485
2964,Animalia,Chordata,Reptilia,Squamata,Colubridae,Cemophora,coccinea,Scarlet snake,,,,,,,,,,,,10.4,451,captivity,small,acceptable,,,,,,451
2965,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chilomeniscus,stramineus,Banded sand snake,,,,,,,,,,,,4,485,captivity,small,acceptable,,,,,,485
2966,Animalia,Chordata,Reptilia,Squamata,Colubridae,Clelia,clelia,Mussarana,,,,,,,,,,,,11.5,485,captivity,small,acceptable,,,,,,485
2967,Animalia,Chordata,Reptilia,Squamata,Colubridae,Clonophis,kirtlandii,Kirtland's snake,,,,,,,,,,,,8.4,451,captivity,small,acceptable,,,,,,451
2968,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,constrictor,Northern black racer,,,,,,,,,,,,10,528,unknown,medium,acceptable,,,,,,528
2969,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,ravergieri,Palaearctic tail-lined snake,,,,,,,,,,,,13.8,582,captivity,tiny,acceptable,,,,,,582
2970,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,atra,Montane egg eater,,,,,,,,,,,,,,unknown,small,low,,,,,,485
2971,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,medici,East African egg-eating snake,,,,,,,,,,,,8.6,485,captivity,small,questionable,,,,,,485
2972,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,scabra,African egg-eating snake,,,,,,,,,,,,22.1,451,captivity,small,acceptable,,,,,,451
2973,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dinodon,rufozonatum,Red barded snake,,,,,,,,,,,,13.7,485,captivity,small,acceptable,,,,,,485
2974,Animalia,Chordata,Reptilia,Squamata,Colubridae,Drymarchon,corais,Indigo snake,,,,,6,,,,,,,25.9,485,captivity,medium,acceptable,,,,,,"437,485"
2975,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,bairdi,Baird's rat snake,,,,,,,,,,,,16.3,451,captivity,small,acceptable,,,,,,451
2976,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,climacophora,Japanese rat snake,,,,,,,,,,,,13.1,485,captivity,small,acceptable,,,,,,"87,485"
2977,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,flavirufa,Yellow-red/tropical rat snake,,,,,,,,,,,,16.3,451,captivity,small,acceptable,,,,,,451
2978,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,guttata,Corn snake,600,600,,,12,,,,,900,,32.3,451,captivity,large,high,,,,,,"448,451,759"
2979,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,helena,Trinket snake,730,730,,,,,,,,,,15,759,unknown,medium,acceptable,,,,,,759
2980,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,moellendorffi,Red-headed rat snake,,,,,,,,,,,,21.1,451,captivity,small,acceptable,,,,,,451
2981,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,obsoleta,Black rat snake,1460,1460,,,,,,,,,,33.9,451,captivity,large,acceptable,,,,,,"451,528"
2982,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,quadrivirgata,Japanese four-lined rat snake,,,,,,,,,,,,16.8,485,captivity,tiny,acceptable,,,,,,485
2983,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,schrenckii,Russian ratsnake,,,,,,,,,,,,13.7,451,captivity,small,acceptable,,,,,,451
2984,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,situla,European leopard snake,,,,,,,,,,,,23,485,captivity,small,acceptable,,,,,,485
2985,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,taeniura,Taipan beauty snake,,,,,,,,,,,,11.6,485,captivity,medium,acceptable,,,,,,485
2986,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,vulpina,Eastern fox snake,,,,,,,,,,,,17,451,captivity,medium,acceptable,,,,,,451
2987,Animalia,Chordata,Reptilia,Squamata,Colubridae,Farancia,abacura,Western mud snake,,,,,,,,,,,,19,528,unknown,medium,acceptable,,,,,,528
2988,Animalia,Chordata,Reptilia,Squamata,Colubridae,Gonyosoma,oxycephalum,Red-tailed rat snake,,,,,,,,,,,,15.1,451,captivity,small,acceptable,,,,,,451
2989,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,nasicus,Mexican hognose snake,730,730,56,,13,,,,,,,19.8,485,captivity,medium,acceptable,,,,,,"468,485"
2990,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,platirhinos,Eastern hognose snake,730,730,,,,,,,,,,9.1,528,unknown,medium,questionable,,,,,,528
2991,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hydrodynastes,gigas,False water snake,,,,,,,,,,,,16.9,485,captivity,medium,acceptable,,,,,,485
2992,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,torquata,Night snake,,,,,,,,,,,,12.2,451,captivity,tiny,acceptable,,,,,,451
2993,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,alterna,Gray-banded kingsnake,,,,,,,,,,,,19.7,451,captivity,medium,acceptable,,,,,,451
2994,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,calligaster,Prairie kingsnake,1095,1095,,,,,,,,,,23.8,485,captivity,small,acceptable,,,,,,"485,528"
2995,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,getula,Common kingsnake,1095,1095,,,,,,,,,,33.3,485,captivity,large,acceptable,,,,,,"19,485,528,759"
2996,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,mexicana,Greer's kingsnake,,,,,,,,,,,,15.6,451,captivity,medium,acceptable,,,,,,451
2997,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,pyromelana,Sonoran mountain kingsnake,,,,,,,,,,,,22.4,485,captivity,medium,acceptable,,,,,,485
2998,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,Milk snake,,,,,,,,,,,,22.6,451,captivity,large,acceptable,,,,,,451
2999,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,zonata,California mountain kingsnake,,,,,,,,,,,,28.8,451,captivity,small,acceptable,,,,,,451
3000,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lamprophis,fuliginosus,African house snake,182,182,,,,,,,,,,9,759,unknown,medium,acceptable,,,,,,759
3001,Animalia,Chordata,Reptilia,Squamata,Colubridae,Leioheterodon,madagascariensis,Madagascar giant hognose snake,,,,,,,,,,,,27.2,451,captivity,medium,acceptable,,,,,,451
3002,Animalia,Chordata,Reptilia,Squamata,Colubridae,Leptophis,mexicanus,Parrot snake,,,,,,,,,,,,7.7,485,captivity,small,acceptable,,,,,,485
3003,Animalia,Chordata,Reptilia,Squamata,Colubridae,Macroprotodon,cucullatus,False smooth snake,,,,,,,,,,,,5.9,485,captivity,small,acceptable,,,,,,485
3004,Animalia,Chordata,Reptilia,Squamata,Colubridae,Masticophis,flagellum,Coachwhip,,,,,,,,,,,,20.2,451,captivity,small,acceptable,,,,,,451
3005,Animalia,Chordata,Reptilia,Squamata,Colubridae,Mehelya,capensis,Lapi file snake,,,,,,,,,,,,10.9,485,captivity,small,acceptable,,,,,,485
3006,Animalia,Chordata,Reptilia,Squamata,Colubridae,Natrix,natrix,Grass snake,1460,1460,,,,,,,,96.25,,20,451,captivity,medium,acceptable,,,0.0295,94.2,290.25,"19,37,451,527"
3007,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,erythrogaster,Plain-bellied water snake,,,,,,,,,,,,14.8,451,captivity,medium,acceptable,,,,,,451
3008,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,sipedon,Northern water snake,730,730,,,,,,,,,,9.6,451,captivity,medium,acceptable,,,,,,"451,528"
3009,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,taxispilota,Brown water snake,,,,,,,,,,,,6.1,451,captivity,small,questionable,,,,,,451
3010,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,aestivus,Rough greensnake,730,730,,,,,,,,,,7.2,451,captivity,medium,acceptable,,,,,,"451,528"
3011,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,vernalis,Smooth green snake,,,,,,,,,,,,6.1,451,captivity,tiny,acceptable,,,,,,451
3012,Animalia,Chordata,Reptilia,Squamata,Colubridae,Oxybelis,aeneus,Brown vine snake,,,,,,,,,,,,15.2,451,captivity,tiny,acceptable,,,,,,451
3013,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,catenifer,Gopher snake,,,,,,,,,,,,33.8,485,captivity,medium,acceptable,,,,,,485
3014,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,melanoleucus,Bull snake,,,,,,,,,,,,22.4,485,captivity,medium,acceptable,,,,,,485
3015,Animalia,Chordata,Reptilia,Squamata,Colubridae,Psammophis,subtaeniatus,Stripe-belly sand racer,,,,,,,,,,,,5.8,485,captivity,small,acceptable,,,,,,485
3016,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pseudaspis,cana,Mole snake,,,,,,,,,,,,8.3,485,captivity,small,acceptable,,,,,,485
3017,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ptyas,mucosus,Indian rat snake,,,,,,,,,,,,11.3,1,wild,medium,acceptable,,,,,,1
3018,Animalia,Chordata,Reptilia,Squamata,Colubridae,Regina,septemvittata,Queen snake,1095,1095,,,,,,,,,,19.3,485,captivity,small,acceptable,,,,,,"485,528"
3019,Animalia,Chordata,Reptilia,Squamata,Colubridae,Rhamphiophis,oxyrhynchus,Rufous beaked snake,,,,,,,,,,,,13.3,485,captivity,small,acceptable,,,,,,485
3020,Animalia,Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus,lecontei,Western long-nosed snake,,,,,,,,,,,,19.8,485,captivity,small,acceptable,,,,,,485
3021,Animalia,Chordata,Reptilia,Squamata,Colubridae,Salvadora,hexalepis,Western patch-nosed snake,,,,,,,,,,,,14.3,485,captivity,small,acceptable,,,,,,485
3022,Animalia,Chordata,Reptilia,Squamata,Colubridae,Senticolis,triaspis,Green rat snake,,,,,,,,,,,,19.8,451,captivity,small,acceptable,,,,,,451
3023,Animalia,Chordata,Reptilia,Squamata,Colubridae,Spalerosophis,diadema,Diademed snake,547,547,,,,,,,,,,17,485,captivity,small,acceptable,,,,,,"485,759"
3024,Animalia,Chordata,Reptilia,Squamata,Colubridae,Spilotes,pullatus,Tropical rat snake,,,,,,,,,,,,17.5,451,captivity,medium,acceptable,,,,,,451
3025,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,dekayi,Brown snake,730,730,,,,,,,,,,7,451,captivity,tiny,acceptable,,,,,,"451,528"
3026,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,occipitomaculata,Redbelly snake,730,730,,,,,,,,,,4.6,451,captivity,tiny,questionable,,,,,,"451,468"
3027,Animalia,Chordata,Reptilia,Squamata,Colubridae,Telescopus,semiannulatus,Eastern tiger snake,,,,,,,,,,,,7.6,485,captivity,tiny,acceptable,,,,,,485
3028,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,butleri,Butler's garter snake,730,,,,12,,,,,,,14,451,captivity,tiny,acceptable,,,,,,"451,468"
3029,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,couchii,Western aquatic garter snake,,,,,,,,,,,,7.7,485,captivity,small,acceptable,,,,,,485
3030,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,cyrtopsis,Eastern blackneck garter snake,,,,,,,,,,,,10.8,485,captivity,tiny,acceptable,,,,,,485
3031,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,elegans,Western terrestrial garter snake,,,,,,,,,,,,17.8,451,captivity,tiny,acceptable,,,,,,"4,517,668,839,189,500,000"
3032,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,marcianus,Checkered garter snake,547,547,,,,,,,,,,7,759,unknown,medium,acceptable,,,,,,759
3033,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,ordinoides,Northwestern garter snake,,,,,,,,,,,,15.8,485,captivity,tiny,acceptable,,,,,,485
3034,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,radix,Plains garter snake,,,,,,,,,,,,8.4,451,captivity,medium,acceptable,,,,,,451
3035,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sauritus,Eastern ribbon snake,730,730,,,14,,,,,,,10.6,451,captivity,small,acceptable,,,,,,"19,451,468"
3036,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,Common garter snake,730,730,100,,,,,,,150,,14,485,captivity,medium,acceptable,,,,,,"1,762,894,484,684,850,000"
3037,Animalia,Chordata,Reptilia,Squamata,Colubridae,Trimorphodon,biscutatus,Western lyresnake,,,,,,,,,,,,11.8,485,captivity,small,acceptable,,,,,,485
3038,Animalia,Chordata,Reptilia,Squamata,Colubridae,Uromacer,oxyrhynchus,Pointed snake,,,,,,,,,,,,18.9,485,captivity,small,acceptable,,,,,,485
3039,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,striatula,Rough earth snake,730,547,,,,,,,,,,7.2,451,captivity,small,acceptable,,,,,,"451,528"
3040,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,valeriae,Smooth earth snake,,,,,,,,,,,,9.5,451,captivity,small,acceptable,,,,,,451
3041,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,cataphractus,Armadillo girdled lizard,,,,,,,,,,,,20.2,451,captivity,small,acceptable,,,,,,451
3042,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,cordylus,Rough-scaled girdled lizard,,,,,,,,,,,,15.6,451,captivity,small,acceptable,,,,,,451
3043,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,giganteus,Giant spinytail lizard,,,,,,,,,,,,24.9,451,captivity,small,acceptable,,,,,,451
3044,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,warreni,Warren's spinytail lizard,,,,,,,,,,,,19.8,451,captivity,medium,acceptable,,,,,,451
3045,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Gerrhosaurus,major,Rough-scaled plated lizard,,,,,,,,,,,,24,485,captivity,medium,acceptable,,,,,,485
3046,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Gerrhosaurus,validus,Giant plated lizard,,,,,,,,,,,,17.2,451,captivity,medium,acceptable,,,,,,451
3047,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,guttatus,Lesser flat lizard,,,,,,,,,,,,15.6,451,captivity,tiny,acceptable,,,,,,451
3048,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,imperator,Emperor flat lizard,,,,,,,,,,,,14,451,captivity,tiny,acceptable,,,,,,451
3049,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,plumifrons,Green basilisk,,,,,,,,,,,,13,485,captivity,large,acceptable,,,,,,485
3050,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,vittatus,Brown basilisk,,,,,,,,,,,,9.1,485,captivity,medium,acceptable,,,,,,485
3051,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Corytophanes,cristatus,Smooth helmeted iguana,,,,,,,,,,,,7.1,451,captivity,small,acceptable,,,,,,451
3052,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Laemanctus,longipes,Eastern casquehead iguana,,,,,,,,,,,,15.4,451,captivity,small,acceptable,,,,,,451
3053,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,bimaculatus,Panther anole,,,,,,,,,,,,7,451,captivity,tiny,acceptable,,,,,,451
3054,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,carolinensis,Green anole,,,,,,,,,,,,7.2,451,captivity,medium,acceptable,,,,,,451
3055,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,cuvieri,Puerto Rican giant anole,,,,,,,,,,,,9.2,451,captivity,small,acceptable,,,,,,451
3056,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,equestris,Knight anole,,,,,,,,,,,,16.5,485,captivity,medium,acceptable,,,,,,485
3057,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,roquet,Anole,,,,,,,,,,,,6.7,451,captivity,medium,acceptable,,,,,,451
3058,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Hoplodactylus,duvaucelii,Giant gecko,,,,,,,,,,,,25,451,captivity,small,acceptable,,,,,,"451,581"
3059,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,elegans,Auckland green gecko,,,,,,,,,,,,20,451,captivity,small,acceptable,,,,,,451
3060,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,gemmeus,Jewelled gecko,,,,,,,,,,,,16,451,captivity,small,acceptable,,,,,,451
3061,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,grayii,Northland green gecko,,,,,,,,,,,,16,451,captivity,small,acceptable,,,,,,451
3062,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,rudis,Rough scale gecko,,,,,,,,,,,,13,451,captivity,tiny,acceptable,,,,,,451
3063,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Oedura,marmorata,Marbled velvet gecko,,,,,,,,,,,,21.2,485,captivity,small,acceptable,,,,,,485
3064,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Rhacodactylus,leachianus,New Caledonia giant gecko,,,,,,,,,,,,8.5,451,captivity,medium,acceptable,,,,,,451
3065,Animalia,Chordata,Reptilia,Squamata,Elapidae,Acanthophis,antarcticus,Common death adder,,,,,,,,,,,,9.3,451,captivity,tiny,acceptable,,,,,,451
3066,Animalia,Chordata,Reptilia,Squamata,Elapidae,Aspidelaps,lubricus,Coral snake,,,,,,,,,,,,9,451,captivity,small,acceptable,,,,,,451
3067,Animalia,Chordata,Reptilia,Squamata,Elapidae,Aspidelaps,scutatus,Shieldnose cobra,,,,,,,,,,,,13.5,485,captivity,small,acceptable,,,,,,485
3068,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,caeruleus,Indian krait,,,,,,,,,,,,17.4,485,captivity,tiny,acceptable,,,,,,485
3069,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,fasciatus,Red-headed krait,,,,,,,,,,,,13.2,485,captivity,tiny,acceptable,,,,,,485
3070,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,multicinctus,Many-banded krait,,,,,,,,,,,,13.7,485,captivity,small,acceptable,,,,,,485
3071,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,angusticeps,Common mamba,,,,,,,,,,,,18.8,451,captivity,medium,acceptable,,,,,,451
3072,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,jamesoni,Jameson's mamba,,,,,,,,,,,,13.1,485,captivity,small,acceptable,,,,,,485
3073,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,polylepis,Black mamba,,,,,,,,,,,,26.2,451,captivity,small,acceptable,,,,,,451
3074,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,viridis,Green mamba,,,,,,,,,,,,18.7,485,captivity,medium,acceptable,,,,,,485
3075,Animalia,Chordata,Reptilia,Squamata,Elapidae,Elapsoidea,sundevallii,Sundevall's garter sanke,,,,,,,,,,,,11.6,485,captivity,small,acceptable,,,,,,485
3076,Animalia,Chordata,Reptilia,Squamata,Elapidae,Hemachatus,haemachatus,Ringneck spitting cobra,,,,,,,,,,,,13,451,captivity,small,acceptable,,,,,,451
3077,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micruroides,euryxanthus,Western coral snake,,,,,,,,,,,,17.6,451,captivity,small,acceptable,,,,,,451
3078,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,fulvius,Eastern coral snake,,,,,,,,,,,,19,451,captivity,small,acceptable,,,,,,451
3079,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,atra,Indian/golden spitting cobra,,,,,,,,,,,,11.7,485,captivity,small,acceptable,,,,,,485
3080,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,haje,Egyptian cobra,,,,,,,,,,,,22.1,451,captivity,medium,acceptable,,,,,,451
3081,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,kaouthia,Indian/monocled cobra,,,,,,,,,,,,25.4,485,captivity,small,acceptable,,,,,,485
3082,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,melanoleuca,Black and white-lipped cobra,,,,,,,,,,,,29.1,485,captivity,small,acceptable,,,,,,485
3083,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,mossambica,Mozambique spitting cobra,,,,,,,,,,,,16.7,451,captivity,small,acceptable,,,,,,451
3084,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,naja,Indian cobra,,,,,,,,,,,,32.3,451,captivity,medium,acceptable,,,,,,451
3085,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,nigricollis,Blackneck spitting cobra,,,,,,,,,,,,23.2,451,captivity,small,acceptable,,,,,,451
3086,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,nivea,Cape cobra,,,,,,,,,,,,26,485,captivity,small,acceptable,,,,,,485
3087,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,pallida,Red spitting cobra,,,,,,,,,,,,20.2,485,captivity,medium,acceptable,,,,,,485
3088,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,samarensis,Indian/southeastern philippine cobra,,,,,,,,,,,,11.4,485,captivity,small,acceptable,,,,,,485
3089,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,sputatrix,Indian/Indochinese spitting cobra,,,,,,,,,,,,13.5,485,captivity,small,acceptable,,,,,,485
3090,Animalia,Chordata,Reptilia,Squamata,Elapidae,Notechis,scutatus,Mainland tigersnake,,,,,,,,,,,,14.1,485,captivity,small,acceptable,,,,,,485
3091,Animalia,Chordata,Reptilia,Squamata,Elapidae,Ophiophagus,hannah,King cobra,,,,,,,,,,,,22.5,485,captivity,tiny,acceptable,,,,,,485
3092,Animalia,Chordata,Reptilia,Squamata,Elapidae,Oxyuranus,scutellatus,Taipan,,,,,,,,,,,,15.6,451,captivity,small,acceptable,,,,,,451
3093,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,australis,King grown/brown snake,,,,,,,,,,,,11.1,485,captivity,small,acceptable,,,,,,485
3094,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,porphyriacus,Australian purplish death adder,,,,,,,,,,,,11.6,485,captivity,medium,acceptable,,,,,,485
3095,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,colubrinus,Kenya sand-boa,,,,,,,,,,,,20.7,451,captivity,small,acceptable,,,,,,451
3096,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,conicus,Rough-scaled sand-boa,,,,,,,,,,,,28.2,485,captivity,small,acceptable,,,,,,485
3097,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,jaculus,Caucasian sand-boa,,,,,,,,,,,,24.7,485,captivity,tiny,acceptable,,,,,,485
3098,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,johnii,John's Indian sand-boa,,,,,,,,,,,,24.4,485,captivity,small,acceptable,,,,,,485
3099,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,tataricus,Tartar sand-boa,,,,,,,,,,,,24,451,captivity,small,acceptable,,,,,,451
